country,name,type,rank
moldova,Valentina,f,6
moldova,Ivan,f,7
moldova,Gheorghe,f,8
moldova,Tatiana,f,9
moldova,Andrei,f,10
moldova,Victor,f,11
moldova,Nicolae,f,12
moldova,Natalia,f,13
moldova,Vladimir,f,14
moldova,Nina,f,15
moldova,Ana,f,16
moldova,Olga,f,17
moldova,Vera,f,18
moldova,Galina,f,19
moldova,Svetlana,f,20
moldova,Lidia,f,21
moldova,Petru,f,22
moldova,Alexandru,f,23
moldova,Ecaterina,f,24
moldova,Serghei,f,25
moldova,Valeriu,f,26
moldova,Constantin,f,27
moldova,Tamara,f,28
moldova,Nicolai,f,29
moldova,Nadejda,f,30
moldova,Sergiu,f,31
moldova,Igor,f,32
moldova,Anatolie,f,33
moldova,Anna,f,34
moldova,Dumitru,f,35
moldova,Irina,f,36
moldova,Grigore,f,37
moldova,Iurie,f,38
moldova,Oleg,f,39
moldova,Zinaida,f,40
moldova,Larisa,f,41
moldova,Alexandra,f,42
moldova,Raisa,f,43
moldova,Ludmila,f,44
moldova,Tudor,f,45
moldova,Pavel,f,46
moldova,Alexei,f,47
moldova,Alexandr,f,48
moldova,Eugenia,f,49
moldova,Fiodor,f,50
moldova,Veaceslav,f,51
moldova,Liudmila,f,52
moldova,Vasili,f,53
moldova,Vitalie,f,54
moldova,Evghenia,f,55
moldova,Anastasia,f,56
moldova,Valentin,f,57
moldova,Boris,f,58
moldova,Angela,f,59
moldova,Piotr,f,60
moldova,Lilia,f,61
moldova,Iulia,f,62
moldova,Marina,f,63
moldova,Parascovia,f,64
moldova,Aliona,f,65
moldova,Leonid,f,66
moldova,Gheorghi,f,67
moldova,Stefan,f,68
moldova,Dmitri,f,69
moldova,Sergey,f,70
moldova,Mariana,f,71
moldova,Vadim,f,72
moldova,Liubovi,f,73
moldova,Ala,f,74
moldova,Andrey,f,75
moldova,Dima,f,76
moldova,Ilie,f,77
moldova,Liuba,f,78
moldova,Viorica,f,79
moldova,Victoria,f,80
moldova,Veronica,f,81
moldova,Stepan,f,82
moldova,Vasilii,f,83
moldova,Anatoli,f,84
moldova,Diana,f,85
moldova,Elizaveta,f,86
moldova,Alina,f,87
moldova,Simion,f,88
moldova,Silvia,f,89
moldova,Sofia,f,90
moldova,Tatyana,f,91
moldova,Denis,f,92
moldova,Cristina,f,93
moldova,Ghenadie,f,94
moldova,Emilia,f,95
moldova,Zinovia,f,96
moldova,Rodica,f,97
moldova,Viorel,f,98
moldova,Oxana,f,99
moldova,Ruslan,f,100
moldova,Rusu,s,1
moldova,Ceban,s,2
moldova,Ciobanu,s,3
moldova,Lungu,s,4
moldova,Cebotari,s,5
moldova,Munteanu,s,6
moldova,Popa,s,7
moldova,Gutu,s,8
moldova,Rotari,s,9
moldova,Balan,s,10
moldova,Sirbu,s,11
moldova,Cojocari,s,12
moldova,Grosu,s,13
moldova,Melnic,s,14
moldova,Rotaru,s,15
moldova,Cojocaru,s,16
moldova,Rosca,s,17
moldova,Turcan,s,18
moldova,Moraru,s,19
moldova,Morari,s,20
moldova,Cazacu,s,21
moldova,Cretu,s,22
moldova,Muntean,s,23
moldova,Botnari,s,24
moldova,Ursu,s,25
moldova,Bivol,s,26
moldova,Russu,s,27
moldova,Ivanov,s,28
moldova,Popovici,s,29
moldova,Lupu,s,30
moldova,Mocanu,s,31
moldova,Chiriac,s,32
moldova,Plamadeala,s,33
moldova,Luca,s,34
moldova,Negru,s,35
moldova,Guzun,s,36
moldova,Turcanu,s,37
moldova,Miron,s,38
moldova,Popescu,s,39
moldova,Railean,s,40
moldova,Arnaut,s,41
moldova,Florea,s,42
moldova,Cebanu,s,43
moldova,Popov,s,44
moldova,Plesca,s,45
moldova,Prodan,s,46
moldova,Andronic,s,47
moldova,Sandu,s,48
moldova,Ivanova,s,49
moldova,Rusnac,s,50
moldova,Buga,s,51
moldova,Burlacu,s,52
moldova,Musteata,s,53
moldova,Malai,s,54
moldova,Borta,s,55
moldova,Croitor,s,56
moldova,Bejenari,s,57
moldova,Cusnir,s,58
moldova,Pascari,s,59
moldova,Golban,s,60
moldova,Grecu,s,61
moldova,Oprea,s,62
moldova,Cernei,s,63
moldova,Pinzari,s,64
moldova,Gheorghita,s,65
moldova,Caraman,s,66
moldova,Bostan,s,67
moldova,Istrati,s,68
moldova,Spinu,s,69
moldova,Frunza,s,70
moldova,Cazac,s,71
moldova,Darii,s,72
moldova,Lisnic,s,73
moldova,Raileanu,s,74
moldova,Bors,s,75
moldova,Josan,s,76
moldova,Topal,s,77
moldova,Croitoru,s,78
moldova,Birca,s,79
moldova,Colesnic,s,80
moldova,Botnaru,s,81
moldova,Brinza,s,82
moldova,Gherman,s,83
moldova,Petrov,s,84
moldova,Postica,s,85
moldova,Bulat,s,86
moldova,Dragan,s,87
moldova,Chicu,s,88
moldova,Cucu,s,89
moldova,Mardari,s,90
moldova,Carp,s,91
moldova,Postolachi,s,92
moldova,Covali,s,93
moldova,Platon,s,94
moldova,Uzun,s,95
moldova,Gaina,s,96
moldova,Antoci,s,97
moldova,Radu,s,98
moldova,Caraus,s,99
moldova,Albu,s,100
mongolia,Temüülen,f,1
mongolia,Khulan,f,2
mongolia,Altantsetseg,f,3
mongolia,Tögöldör,f,4
mongolia,Bilgüün,f,5
mongolia,Otgonbayar,f,6
mongolia,Bolormaa,f,7
mongolia,Oyuunchimeg,f,8
mongolia,Batbayar,f,9
mongolia,Gantulga,f,10
mongolia,Dölgöön,f,11
mongolia,Ganbold,f,12
mongolia,Enkhjargal,f,13
mongolia,Uyanga,f,14
mongolia,Ganzorig,f,15
mongolia,Ankhbayar,f,16
mongolia,Solongo,f,17
mongolia,Lkhagvasüren,f,18
mongolia,Khongorzul,f,19
mongolia,Erdenechimeg,f,20
mongolia,Ganbaatar,f,21
mongolia,Enkhtuyaa,f,22
mongolia,Enkhjin,f,23
mongolia,Bayarmaa,f,24
mongolia,Enkhbayar,f,25
mongolia,Bayarsaikhan,f,26
mongolia,Battulga,f,27
mongolia,Batjargal,f,28
mongolia,Battsetseg,f,29
mongolia,Misheel,f,30
mongolia,Pürevsüren,f,31
mongolia,Ganchimeg,f,32
mongolia,Narantsetseg,f,33
mongolia,Khüslen,f,34
mongolia,Anujin,f,35
mongolia,Mönkhtsetseg,f,36
mongolia,Mönkhjargal,f,37
mongolia,Altangerel,f,38
mongolia,Ganbat,f,39
mongolia,Mönkhbat,f,40
mongolia,Byambasüren,f,41
mongolia,Enkhtsetseg,f,42
mongolia,Uuganbayar,f,43
mongolia,Oyuuntsetseg,f,44
mongolia,Baterdene,f,45
mongolia,Azjargal,f,46
mongolia,Nomin,f,47
mongolia,Mönkhzul,f,48
mongolia,Otgonjargal,f,49
mongolia,Jargalsaikhan,f,50
mongolia,Batsaikhan,f,51
mongolia,Uranchimeg,f,52
mongolia,Davaasüren,f,53
mongolia,Nergüi,f,54
mongolia,Narantuyaa,f,55
mongolia,Batbold,f,56
mongolia,Mönkhbayar,f,57
mongolia,Temüüjin,f,58
mongolia,Myagmarsüren,f,59
mongolia,Nyamsüren,f,60
mongolia,Amarjargal,f,61
mongolia,Zolzayaa,f,62
mongolia,Tungalag,f,63
mongolia,Erdenebat,f,64
mongolia,Boldbaatar,f,65
mongolia,Tsolmon,f,66
mongolia,Gankhuyag,f,67
mongolia,Bat-Erdene,f,68
mongolia,Batmönkh,f,69
mongolia,Otgontsetseg,f,70
mongolia,Narangerel,f,71
mongolia,Bayasgalan,f,72
mongolia,Enkhbat,f,73
mongolia,Oyuungerel,f,74
mongolia,Erdenetsetseg,f,75
mongolia,Enerel,f,76
mongolia,Tsetsegmaa,f,77
mongolia,Gansükh,f,78
mongolia,Odgerel,f,79
mongolia,Enkhbold,f,80
mongolia,Erkhembayar,f,81
mongolia,Sarantuyaa,f,82
mongolia,Ariunbold,f,83
mongolia,Enkhbaatar,f,84
mongolia,Nominerdene,f,85
mongolia,Zoljargal,f,86
mongolia,Gantsetseg,f,87
mongolia,Dulamsüren,f,88
mongolia,Delgermaa,f,89
mongolia,Otgonbaatar,f,90
mongolia,Mönkherdene,f,91
mongolia,Enkhtaivan,f,92
mongolia,Ariunaa,f,93
mongolia,Batbaatar,f,94
mongolia,Anudari,f,95
mongolia,Batchimeg,f,96
mongolia,Narmandakh,f,97
mongolia,Dolgorsüren,f,98
mongolia,Nomin-Erdene,f,99
mongolia,Khaliun,f,100
mongolia,Ganbold,s,1
mongolia,Ganbaatar,s,2
mongolia,Batbayar,s,3
mongolia,Bayarsaikhan,s,4
mongolia,Ganbat,s,5
mongolia,Altangerel,s,6
mongolia,Lkhagvasüren,s,7
mongolia,Baatar,s,8
mongolia,Batsaikhan,s,9
mongolia,Dorj,s,10
mongolia,Jargalsaikhan,s,11
mongolia,Batjargal,s,12
mongolia,Boldbaatar,s,13
mongolia,Battulga,s,14
mongolia,Batmönkh,s,15
mongolia,Sükhbaatar,s,16
mongolia,Batsükh,s,17
mongolia,Ganzorig,s,18
mongolia,Gankhuyag,s,19
mongolia,Pürevdorj,s,20
mongolia,Mönkhbat,s,21
mongolia,Gantulga,s,22
mongolia,Otgonbayar,s,23
mongolia,Erdenebat,s,24
mongolia,Batbold,s,25
mongolia,Bold,s,26
mongolia,Tserendorj,s,27
mongolia,Nergüi,s,28
mongolia,Tömörbaatar,s,29
mongolia,Chuluunbaatar,s,30
mongolia,Enkhbaatar,s,31
mongolia,Gansükh,s,32
mongolia,Pürevsüren,s,33
mongolia,Enkhbayar,s,34
mongolia,Batbaatar,s,35
mongolia,Enkhbold,s,36
mongolia,Purev,s,37
mongolia,Enkhbat,s,38
mongolia,Gantömör,s,39
mongolia,Davaadorj,s,40
mongolia,Davaa,s,41
mongolia,Damdinsüren,s,42
mongolia,Batchuluun,s,43
mongolia,Baasanjav,s,44
mongolia,Myagmar,s,45
mongolia,Enkhtaivan,s,46
mongolia,Davaasüren,s,47
mongolia,Bayaraa,s,48
mongolia,Byambasüren,s,49
mongolia,Banzragch,s,50
mongolia,Nyamdorj,s,51
mongolia,Khürelbaatar,s,52
mongolia,Mönkhbayar,s,53
mongolia,Dorjsüren,s,54
mongolia,Baterdene,s,55
mongolia,Bat-Erdene,s,56
mongolia,Baljinnyam,s,57
mongolia,Badarch,s,58
mongolia,Ochirbat,s,59
mongolia,Byambajav,s,60
mongolia,Byambaa,s,61
mongolia,Otgonbaatar,s,62
mongolia,Nyamsüren,s,63
mongolia,Sambuu,s,64
mongolia,Dashzeveg,s,65
mongolia,Byambadorj,s,66
mongolia,Batsuuri,s,67
mongolia,Lkhagva,s,68
mongolia,Mönkhjargal,s,69
mongolia,Erdenebaatar,s,70
mongolia,Bataa,s,71
mongolia,Dashdorj,s,72
mongolia,Myagmarsüren,s,73
mongolia,Pürevjav,s,74
mongolia,Natsagdorj,s,75
mongolia,Gombo,s,76
mongolia,Altankhuyag,s,77
mongolia,Namsrai,s,78
mongolia,Enkhjargal,s,79
mongolia,Chuluunbat,s,80
mongolia,Batkhuyag,s,81
mongolia,Erdenebileg,s,82
mongolia,Dashnyam,s,83
mongolia,Lkhamsüren,s,84
mongolia,Bayasgalan,s,85
mongolia,Gombosüren,s,86
mongolia,Uuganbayar,s,87
mongolia,Chinbat,s,88
mongolia,Damdin,s,89
mongolia,Erdene,s,90
mongolia,Mönkhbaatar,s,91
mongolia,Batdorj,s,92
mongolia,Lkhagvadorj,s,93
mongolia,Ankhbayar,s,94
mongolia,Jargal,s,95
mongolia,Tsend,s,96
mongolia,Lkhagvajav,s,97
mongolia,Davaajav,s,98
mongolia,Galbadrakh,s,99
mongolia,Sharav,s,100
montserrat,John,f,1
montserrat,Mary,f,2
montserrat,James,f,3
montserrat,Joseph,f,4
montserrat,William,f,5
montserrat,Charles,f,6
montserrat,David,f,7
montserrat,Peter,f,8
montserrat,Thomas,f,9
montserrat,Margaret,f,10
montserrat,Sarah,f,11
montserrat,George,f,12
montserrat,Michael,f,13
montserrat,Ann,f,14
montserrat,Elizabeth,f,15
montserrat,Kenneth,f,16
montserrat,Samuel,f,17
montserrat,Joan,f,18
montserrat,Patricia,f,19
montserrat,Keith,f,20
montserrat,Paul,f,21
montserrat,Catherine,f,22
montserrat,Denise,f,23
montserrat,Leroy,f,24
montserrat,Maureen,f,25
montserrat,Veronica,f,26
montserrat,Alfred,f,27
montserrat,Anthony,f,28
montserrat,Beatrice,f,29
montserrat,Edith,f,30
montserrat,Florence,f,31
montserrat,Rachael,f,32
montserrat,Richard,f,33
montserrat,Sylvester,f,34
montserrat,Althea,f,35
montserrat,Arthur,f,36
montserrat,Brenda,f,37
montserrat,Cheryl,f,38
montserrat,Eleanor,f,39
montserrat,Geraldine,f,40
montserrat,Gregory,f,41
montserrat,Inez,f,42
montserrat,Ivan,f,43
montserrat,Josephine,f,44
montserrat,Rose,f,45
montserrat,Susan,f,46
montserrat,Yvonne,f,47
montserrat,Abraham,f,48
montserrat,Alex,f,49
montserrat,Alvin,f,50
montserrat,Bernadine,f,51
montserrat,Carol,f,52
montserrat,Christopher,f,53
montserrat,Claude,f,54
montserrat,Denzil,f,55
montserrat,Donna,f,56
montserrat,Ian,f,57
montserrat,Jane,f,58
montserrat,Joel,f,59
montserrat,Julian,f,60
montserrat,Juliana,f,61
montserrat,Laura,f,62
montserrat,Neville,f,63
montserrat,Owen,f,64
montserrat,Philip,f,65
montserrat,Reuben,f,66
montserrat,Robert,f,67
montserrat,Rosalind,f,68
montserrat,Rosanna,f,69
montserrat,Simone,f,70
montserrat,Sonia,f,71
montserrat,Violet,f,72
montserrat,Wayne,f,73
montserrat,Yvette,f,74
montserrat,Alice,f,75
montserrat,Anita,f,76
montserrat,Claudette,f,77
montserrat,Claudia,f,78
montserrat,Clement,f,79
montserrat,Doreen,f,80
montserrat,Earl,f,81
montserrat,Eliza,f,82
montserrat,Ethlyn,f,83
montserrat,Frank,f,84
montserrat,Gerard,f,85
montserrat,Gwendolyn,f,86
montserrat,Henrietta,f,87
montserrat,Herman,f,88
montserrat,Ingrid,f,89
montserrat,Irene,f,90
montserrat,Jacqueline,f,91
montserrat,Jennifer,f,92
montserrat,Joycelyn,f,93
montserrat,Judith,f,94
montserrat,Karen,f,95
montserrat,Kathleen,f,96
montserrat,Lorraine,f,97
montserrat,Marsha,f,98
montserrat,Nicole,f,99
montserrat,Raymond,f,100
montserrat,Allen,s,1
montserrat,Weekes,s,2
montserrat,Lee,s,3
montserrat,Ryan,s,4
montserrat,Greenaway,s,5
montserrat,White,s,6
montserrat,Duberry,s,7
montserrat,Meade,s,8
montserrat,Tuitt,s,9
montserrat,Williams,s,10
montserrat,Cassell,s,11
montserrat,Daley,s,12
montserrat,Gerald,s,13
montserrat,Silcott,s,14
montserrat,Skerritt,s,15
montserrat,Farrell,s,16
montserrat,O'Garro,s,17
montserrat,Cabey,s,18
montserrat,Irish,s,19
montserrat,Sweeney,s,20
montserrat,Bramble,s,21
montserrat,Fenton,s,22
montserrat,Lewis,s,23
montserrat,Riley,s,24
montserrat,Browne,s,25
montserrat,Fergus,s,26
montserrat,Osborne,s,27
montserrat,West,s,28
montserrat,Buffonge,s,29
montserrat,Dyer,s,30
montserrat,Joseph,s,31
montserrat,Lindsey,s,32
montserrat,Wade,s,33
montserrat,Galloway,s,34
montserrat,Piper,s,35
montserrat,Johnson,s,36
montserrat,Harris,s,37
montserrat,Howe,s,38
montserrat,Jeffers,s,39
montserrat,Lynch,s,40
montserrat,Martin,s,41
montserrat,Thomas,s,42
montserrat,Daly,s,43
montserrat,Kirnon,s,44
montserrat,Phillip,s,45
montserrat,Taylor,s,46
montserrat,Aymer,s,47
montserrat,Barzey,s,48
montserrat,Dyett,s,49
montserrat,Hogan,s,50
montserrat,Morris,s,51
montserrat,Roach,s,52
montserrat,Smith,s,53
montserrat,Blake,s,54
montserrat,Chalmers,s,55
montserrat,Francis,s,56
montserrat,James,s,57
montserrat,Morgan,s,58
montserrat,Payne,s,59
montserrat,Walker,s,60
montserrat,Brade,s,61
montserrat,Brown,s,62
montserrat,Burns,s,63
montserrat,Carty,s,64
montserrat,Gibbons,s,65
montserrat,Molyneaux,s,66
montserrat,Willock,s,67
montserrat,Wilson,s,68
montserrat,Chambers,s,69
montserrat,Edwards,s,70
montserrat,John,s,71
montserrat,Kirwan,s,72
montserrat,Mason,s,73
montserrat,Ponde,s,74
montserrat,Samuel,s,75
montserrat,Semper,s,76
montserrat,Thompson,s,77
montserrat,Barnes,s,78
montserrat,Daniel,s,79
montserrat,Edgecombe,s,80
montserrat,Hixon,s,81
montserrat,Layne,s,82
montserrat,Miller,s,83
montserrat,Murrain,s,84
montserrat,Ponteen,s,85
montserrat,Bass,s,86
montserrat,Brandt,s,87
montserrat,Campbell,s,88
montserrat,Charles,s,89
montserrat,Cooper,s,90
montserrat,Durand,s,91
montserrat,Greaves,s,92
montserrat,Greer,s,93
montserrat,Julius,s,94
montserrat,Kelly,s,95
montserrat,Mendes,s,96
montserrat,Moore,s,97
montserrat,Shiell,s,98
montserrat,Sinclair,s,99
montserrat,Watts,s,100
mozambique,Mária,f,1
mozambique,Ana,f,2
mozambique,Jose,f,3
mozambique,Julião,f,4
mozambique,António,f,5
mozambique,Carlos,f,6
mozambique,Manuel,f,7
mozambique,Joao,f,8
mozambique,Paulo,f,9
mozambique,Isabel,f,10
mozambique,Pedro,f,11
mozambique,Luis,f,12
mozambique,Francisco,f,13
mozambique,Sérgio,f,14
mozambique,Fernando,f,15
mozambique,Sandrêa,f,16
mozambique,Paula,f,17
mozambique,Sheila,f,18
mozambique,Jorge,f,19
mozambique,Sonia,f,20
mozambique,Carla,f,21
mozambique,Rosa,f,22
mozambique,Luisa,f,23
mozambique,Alberto,f,24
mozambique,Nelson,f,25
mozambique,Rui,f,26
mozambique,Helena,f,27
mozambique,Joaquim,f,28
mozambique,Elsa,f,29
mozambique,Sara,f,30
mozambique,Fatima,f,31
mozambique,Amélia,f,32
mozambique,Tânia,f,33
mozambique,Marta,f,34
mozambique,José,f,35
mozambique,Hélder,f,36
mozambique,Célia,f,37
mozambique,Edson,f,38
mozambique,Mario,f,39
mozambique,Joana,f,40
mozambique,Sílvia,f,41
mozambique,Teresa,f,42
mozambique,Eduardo,f,43
mozambique,Armando,f,44
mozambique,Marcia,f,45
mozambique,Samuel,f,46
mozambique,Claúdia,f,47
mozambique,David,f,48
mozambique,Cristina,f,49
mozambique,Ivanú,f,50
mozambique,Lúcia,f,51
mozambique,Dulce,f,52
mozambique,Miguel,f,53
mozambique,Abdul,f,54
mozambique,Langa,s,1
mozambique,Cossa,s,2
mozambique,Tembe,s,3
mozambique,Sitoe,s,4
mozambique,Manjate,s,5
mozambique,Mondlane,s,6
mozambique,Sántos,s,7
mozambique,Machava,s,8
mozambique,Nhantumbo,s,9
mozambique,Junior,s,10
mozambique,Macuacua,s,11
mozambique,Macamo,s,12
mozambique,Manuel,s,13
mozambique,Muchanga,s,14
mozambique,Matsinhe,s,15
mozambique,Domingos,s,16
mozambique,Pereira,s,17
mozambique,António,s,18
mozambique,Muianga,s,19
mozambique,Munguambe,s,20
mozambique,Fernandes,s,21
mozambique,Banze,s,22
mozambique,Ferreira,s,23
mozambique,Bila,s,24
mozambique,Rodriguês,s,25
mozambique,Manhique,s,26
mozambique,Mussa,s,27
mozambique,Simbine,s,28
mozambique,Francisco,s,29
mozambique,Guambe,s,30
mozambique,Dias,s,31
mozambique,Fernando,s,32
mozambique,Martins,s,33
mozambique,Cumbe,s,34
mozambique,Manhica,s,35
mozambique,Joao,s,36
mozambique,Fumo,s,37
mozambique,Mandlate,s,38
mozambique,Almeida,s,39
mozambique,Pedro,s,40
mozambique,Cumbane,s,41
mozambique,Lopes,s,42
mozambique,Magaia,s,43
mozambique,Zandamela,s,44
mozambique,Gomes,s,45
mozambique,Vilanculos,s,46
mozambique,Zacarias,s,47
mozambique,Pinto,s,48
mozambique,Oliveira,s,49
mozambique,Paulo,s,50
mozambique,Monteiro,s,51
mozambique,Amade,s,52
mozambique,Cardoso,s,53
mozambique,Ibraimo,s,54
namibia,Maria,f,1
namibia,Johannes,f,2
namibia,Selma,f,3
namibia,Petrus,f,4
namibia,Martha,f,5
namibia,Elizabeth,f,6
namibia,Paulus,f,7
namibia,Ester,f,8
namibia,Johanna,f,9
namibia,Helena,f,10
namibia,David,f,11
namibia,Anna,f,12
namibia,Simon,f,13
namibia,Andreas,f,14
namibia,Loide,f,15
namibia,Joseph,f,16
namibia,Immanuel,f,17
namibia,Victoria,f,18
namibia,Frans,f,19
namibia,Paulina,f,20
namibia,Hilma,f,21
namibia,Emilia,f,22
namibia,Michael,f,23
namibia,Moses,f,24
namibia,Julia,f,25
namibia,Frieda,f,26
namibia,Martin,f,27
namibia,Daniel,f,28
namibia,Hileni,f,29
namibia,Lydia,f,30
namibia,Albertina,f,31
namibia,Matheus,f,32
namibia,Thomas,f,33
namibia,Rosalia,f,34
namibia,Rauna,f,35
namibia,Gabriel,f,36
namibia,Lukas,f,37
namibia,Erastus,f,38
namibia,Festus,f,39
namibia,Aina,f,40
namibia,Monika,f,41
namibia,Josef,f,42
namibia,Justina,f,43
namibia,Jonas,f,44
namibia,Samuel,f,45
namibia,Fillemon,f,46
namibia,Sakaria,f,47
namibia,Saara,f,48
namibia,Sylvia,f,49
namibia,John,f,50
namibia,Olivia,f,51
namibia,Jason,f,52
namibia,Magdalena,f,53
namibia,Tomas,f,54
namibia,Titus,f,55
namibia,Leonard,f,56
namibia,Katrina,f,57
namibia,Hendrina,f,58
namibia,Petrina,f,59
namibia,Saima,f,60
namibia,Teopolina,f,61
namibia,Lucia,f,62
namibia,Esther,f,63
namibia,Simeon,f,64
namibia,Natalia,f,65
namibia,Helvi,f,66
namibia,Hilya,f,67
namibia,Fillipus,f,68
namibia,Beata,f,69
namibia,Stefanus,f,70
namibia,Elina,f,71
namibia,Mateus,f,72
namibia,Lovisa,f,73
namibia,Lusia,f,74
namibia,Fransina,f,75
namibia,George,f,76
namibia,Klaudia,f,77
namibia,Veronika,f,78
namibia,Mirjam,f,79
namibia,Sakeus,f,80
namibia,Linda,f,81
namibia,Theresia,f,82
namibia,Tresia,f,83
namibia,Taimi,f,84
namibia,Liina,f,85
namibia,Tobias,f,86
namibia,Sofia,f,87
namibia,Lazarus,f,88
namibia,Nelson,f,89
namibia,Elise,f,90
namibia,Abraham,f,91
namibia,Ndilimeke,f,92
namibia,Alina,f,93
namibia,Gideon,f,94
namibia,Josefina,f,95
namibia,Josephine,f,96
namibia,Rachel,f,97
namibia,Lavinia,f,98
namibia,Tuhafeni,f,99
namibia,Regina,f,100
namibia,Johannes,s,1
namibia,Shikongo,s,2
namibia,Paulus,s,3
namibia,Petrus,s,4
namibia,Shilongo,s,5
namibia,Nangolo,s,6
namibia,Kamati,s,7
namibia,David,s,8
namibia,Andreas,s,9
namibia,Haufiku,s,10
namibia,Angula,s,11
namibia,Simon,s,12
namibia,Matheus,s,13
namibia,Hangula,s,14
namibia,Hamutenya,s,15
namibia,Shigwedha,s,16
namibia,Iipinge,s,17
namibia,Iyambo,s,18
namibia,Thomas,s,19
namibia,van Wyk,s,20
namibia,Amutenya,s,21
namibia,Gabriel,s,22
namibia,Hausiku,s,23
namibia,Shivute,s,24
namibia,Haimbodi,s,25
namibia,Nakale,s,26
namibia,Iiyambo,s,27
namibia,Joseph,s,28
namibia,Beukes,s,29
namibia,Amunyela,s,30
namibia,Shaanika,s,31
namibia,Moses,s,32
namibia,Immanuel,s,33
namibia,Lukas,s,34
namibia,Frans,s,35
namibia,Cloete,s,36
namibia,Sakaria,s,37
namibia,Jonas,s,38
namibia,Heita,s,39
namibia,Iita,s,40
namibia,Martin,s,41
namibia,Erastus,s,42
namibia,Amadhila,s,43
namibia,Hamukwaya,s,44
namibia,Hamunyela,s,45
namibia,Hango,s,46
namibia,Shihepo,s,47
namibia,Ashipala,s,48
namibia,Nangombe,s,49
namibia,Nekongo,s,50
namibia,Abraham,s,51
namibia,Simasiku,s,52
namibia,Sheehama,s,53
namibia,Titus,s,54
namibia,Ekandjo,s,55
namibia,Festus,s,56
namibia,Daniel,s,57
namibia,Swartbooi,s,58
namibia,Josef,s,59
namibia,Fillemon,s,60
namibia,Shipanga,s,61
namibia,Tobias,s,62
namibia,Indongo,s,63
namibia,Kavari,s,64
namibia,Tomas,s,65
namibia,Haindongo,s,66
namibia,Ndara,s,67
namibia,Amakali,s,68
namibia,Uugwanga,s,69
namibia,Mateus,s,70
namibia,Elago,s,71
namibia,Haihambo,s,72
namibia,Nambahu,s,73
namibia,Uushona,s,74
namibia,Haipinge,s,75
namibia,Uusiku,s,76
namibia,Haingura,s,77
namibia,Ipinge,s,78
namibia,Vries,s,79
namibia,Simeon,s,80
namibia,Samuel,s,81
namibia,Nakanyala,s,82
namibia,Kambonde,s,83
namibia,Simataa,s,84
namibia,Stefanus,s,85
namibia,Alweendo,s,86
namibia,Fillipus,s,87
namibia,Nuuyoma,s,88
namibia,Matengu,s,89
namibia,Endjala,s,90
namibia,Hamukoto,s,91
namibia,Shiimi,s,92
namibia,Coetzee,s,93
namibia,Kandjimi,s,94
namibia,Muronga,s,95
namibia,Shiweda,s,96
namibia,Gideon,s,97
namibia,Boois,s,98
namibia,Swartz,s,99
namibia,Engelbrecht,s,100
nepal,Rama,f,1
nepal,Krsna,f,2
nepal,Laksmi,f,3
nepal,Mana,f,4
nepal,Sita,f,5
nepal,Dhana,f,6
nepal,Kamal,f,7
nepal,Candr,f,8
nepal,Mina,f,9
nepal,Visnu,f,10
nepal,Hari,f,11
nepal,Dila,f,12
nepal,Prema,f,13
nepal,Bhima,f,14
nepal,Gita,f,15
nepal,Ganga,f,16
nepal,Raja,f,17
nepal,Durga,f,18
nepal,Lala,f,19
nepal,Indra,f,20
nepal,Sunit,f,21
nepal,Santi,f,22
nepal,Padam,f,23
nepal,Siva,f,24
nepal,Parvati,f,25
nepal,Nirmal,f,26
nepal,Tara,f,27
nepal,Purna,f,28
nepal,Lila,f,29
nepal,Syama,f,30
nepal,Sarasvati,f,31
nepal,Ganes,f,32
nepal,Santa,f,33
nepal,Susil,f,34
nepal,Anita,f,35
nepal,Rita,f,36
nepal,Bala,f,37
nepal,Hira,f,38
nepal,Tika,f,39
nepal,Nara,f,40
nepal,Phula,f,41
nepal,Sarit,f,42
nepal,Rames,f,43
nepal,Devi,f,44
nepal,Nanda,f,45
nepal,Vimal,f,46
nepal,Kalpan,f,47
nepal,Jaya,f,48
nepal,Deva,f,49
nepal,Teka,f,50
nepal,Dipak,f,51
nepal,Maya,f,52
nepal,Manju,f,53
nepal,Lalit,f,54
nepal,Narayan,f,55
nepal,Santos,f,56
nepal,Rajendr,f,57
nepal,Mohan,f,58
nepal,Urmil,f,59
nepal,Asa,f,60
nepal,Amrta,f,61
nepal,Radha,f,62
nepal,Vira,f,63
nepal,Sangit,f,64
nepal,Ratna,f,65
nepal,Sumitr,f,66
nepal,Sobha,f,67
nepal,Sarad,f,68
nepal,Pavitr,f,69
nepal,Prakas,f,70
nepal,Surya,f,71
nepal,Yama,f,72
nepal,Jita,f,73
nepal,Dines,f,74
nepal,Kumari,f,75
nepal,Gopal,f,76
nepal,Savitri,f,77
nepal,Raju,f,78
nepal,Sures,f,79
nepal,Manoj,f,80
nepal,Goma,f,81
nepal,Vijay,f,82
nepal,Kali,f,83
nepal,Janaki,f,84
nepal,Teja,f,85
nepal,Vinod,f,86
nepal,Rupa,f,87
nepal,Arjun,f,88
nepal,Dala,f,89
nepal,Radhik,f,90
nepal,Sera,f,91
nepal,Surendr,f,92
nepal,Kanchi,f,93
nepal,Tulasi,f,94
nepal,Dipa,f,95
nepal,Uma,f,96
nepal,Sanu,f,97
nepal,Harka,f,98
nepal,Govind,f,99
nepal,Tila,f,100
nepal,Caudhari,s,1
