country,name,type,rank
chile,Nicolas,f,72
chile,Jacqueline,f,73
chile,Hernan,f,74
chile,Francisca,f,75
chile,Sonia,f,76
chile,Katherine,f,77
chile,Paula,f,78
chile,Nancy,f,79
chile,Ximena,f,80
chile,Lorena,f,81
chile,Gabriel,f,82
chile,Olga,f,83
chile,Viviana,f,84
chile,Ivan,f,85
chile,Gonzalo,f,86
chile,Natalia,f,87
chile,Eliana,f,88
chile,Ramon,f,89
chile,Karen,f,90
chile,Susana,f,91
chile,Luisa,f,92
chile,Luz,f,93
chile,Nicole,f,94
chile,Marisol,f,95
chile,Rene,f,96
chile,Sara,f,97
chile,Ruth,f,98
chile,Gabriela,f,99
chile,Enrique,f,100
chile,Gonzalez,s,1
chile,Muñoz,s,2
chile,Rojas,s,3
chile,Diaz,s,4
chile,Perez,s,5
chile,Soto,s,6
chile,Contreras,s,7
chile,Silva,s,8
chile,Martinez,s,9
chile,Sepulveda,s,10
chile,Morales,s,11
chile,Rodriguez,s,12
chile,Lopez,s,13
chile,Araya,s,14
chile,Fuentes,s,15
chile,Hernandez,s,16
chile,Torres,s,17
chile,Espinoza,s,18
chile,Flores,s,19
chile,Castillo,s,20
chile,Valenzuela,s,21
chile,Ramirez,s,22
chile,Reyes,s,23
chile,Gutierrez,s,24
chile,Castro,s,25
chile,Vargas,s,26
chile,Alvarez,s,27
chile,Vasquez,s,28
chile,Tapia,s,29
chile,Fernandez,s,30
chile,Sanchez,s,31
chile,Cortes,s,32
chile,Gomez,s,33
chile,Herrera,s,34
chile,Carrasco,s,35
chile,Nuñez,s,36
chile,Miranda,s,37
chile,Jara,s,38
chile,Vergara,s,39
chile,Rivera,s,40
chile,Figueroa,s,41
chile,Garcia,s,42
chile,Bravo,s,43
chile,Riquelme,s,44
chile,Vera,s,45
chile,Vega,s,46
chile,Molina,s,47
chile,Campos,s,48
chile,Sandoval,s,49
chile,Olivares,s,50
chile,Orellana,s,51
chile,Zuñiga,s,52
chile,Ortiz,s,53
chile,Gallardo,s,54
chile,Alarcon,s,55
chile,Garrido,s,56
chile,Salazar,s,57
chile,Pizarro,s,58
chile,Aguilera,s,59
chile,Saavedra,s,60
chile,Romero,s,61
chile,Guzman,s,62
chile,Henriquez,s,63
chile,Navarro,s,64
chile,Peña,s,65
chile,Aravena,s,66
chile,Godoy,s,67
chile,Caceres,s,68
chile,Parra,s,69
chile,Leiva,s,70
chile,Escobar,s,71
chile,Yañez,s,72
chile,Valdes,s,73
chile,Salinas,s,74
chile,Vidal,s,75
chile,Jimenez,s,76
chile,Lagos,s,77
chile,Ruiz,s,78
chile,Cardenas,s,79
chile,Bustos,s,80
chile,Medina,s,81
chile,Maldonado,s,82
chile,Pino,s,83
chile,Moreno,s,84
chile,Carvajal,s,85
chile,Palma,s,86
chile,Sanhueza,s,87
chile,Poblete,s,88
chile,Navarrete,s,89
chile,Saez,s,90
chile,Toro,s,91
chile,Donoso,s,92
chile,Ortega,s,93
chile,Venegas,s,94
chile,Bustamante,s,95
chile,Alvarado,s,96
chile,Acevedo,s,97
chile,Farias,s,98
chile,Acuña,s,99
chile,Guerrero,s,100
colombia,Maria,f,1
colombia,Jose,f,2
colombia,Luis,f,3
colombia,Luz,f,4
colombia,Ana,f,5
colombia,Carlos,f,6
colombia,Juan,f,7
colombia,Jorge,f,8
colombia,Martha,f,9
colombia,Sandra,f,10
colombia,Gloria,f,11
colombia,Blanca,f,12
colombia,Rosa,f,13
colombia,Carmen,f,14
colombia,Pedro,f,15
colombia,Jesus,f,16
colombia,Jhon,f,17
colombia,Diana,f,18
colombia,Oscar,f,19
colombia,Manuel,f,20
colombia,Claudia,f,21
colombia,Jaime,f,22
colombia,Hector,f,23
colombia,Miguel,f,24
colombia,Olga,f,25
colombia,Jairo,f,26
colombia,Julio,f,27
colombia,Victor,f,28
colombia,Rafael,f,29
colombia,Alba,f,30
colombia,Flor,f,31
colombia,Alvaro,f,32
colombia,Francisco,f,33
colombia,Javier,f,34
colombia,Gustavo,f,35
colombia,William,f,36
colombia,Wilson,f,37
colombia,Edgar,f,38
colombia,John,f,39
colombia,Nelson,f,40
colombia,Orlando,f,41
colombia,Cesar,f,42
colombia,Diego,f,43
colombia,Nancy,f,44
colombia,Alexander,f,45
colombia,Fernando,f,46
colombia,Adriana,f,47
colombia,Guillermo,f,48
colombia,Liliana,f,49
colombia,Rosalba,f,50
colombia,Marco,f,51
colombia,Dora,f,52
colombia,Omar,f,53
colombia,Ricardo,f,54
colombia,Angel,f,55
colombia,Mario,f,56
colombia,Beatriz,f,57
colombia,Gladys,f,58
colombia,Andres,f,59
colombia,Angela,f,60
colombia,Aura,f,61
colombia,Yolanda,f,62
colombia,Pablo,f,63
colombia,German,f,64
colombia,Edwin,f,65
colombia,Margarita,f,66
colombia,Fabio,f,67
colombia,Hernando,f,68
colombia,Antonio,f,69
colombia,Eduardo,f,70
colombia,Elizabeth,f,71
colombia,Henry,f,72
colombia,Alberto,f,73
colombia,Nubia,f,74
colombia,Doris,f,75
colombia,Monica,f,76
colombia,Gabriel,f,77
colombia,Ruben,f,78
colombia,Marta,f,79
colombia,Hernan,f,80
colombia,Teresa,f,81
colombia,Clara,f,82
colombia,Fredy,f,83
colombia,Daniel,f,84
colombia,Isabel,f,85
colombia,Mariela,f,86
colombia,Alfonso,f,87
colombia,Amparo,f,88
colombia,Hugo,f,89
colombia,Raul,f,90
colombia,Roberto,f,91
colombia,Mercedes,f,92
colombia,Leonardo,f,93
colombia,Humberto,f,94
colombia,Rodrigo,f,95
colombia,Mauricio,f,96
colombia,Sonia,f,97
colombia,Nelly,f,98
colombia,Gilberto,f,99
colombia,Ivan,f,100
colombia,Rodriguez,s,1
colombia,Martinez,s,2
colombia,Garcia,s,3
colombia,Gomez,s,4
colombia,Lopez,s,5
colombia,Gonzalez,s,6
colombia,Hernandez,s,7
colombia,Sanchez,s,8
colombia,Perez,s,9
colombia,Ramirez,s,10
colombia,Diaz,s,11
colombia,Torres,s,12
colombia,Muñoz,s,13
colombia,Rojas,s,14
colombia,Moreno,s,15
colombia,Vargas,s,16
colombia,Ortiz,s,17
colombia,Jimenez,s,18
colombia,Castro,s,19
colombia,Gutierrez,s,20
colombia,Alvarez,s,21
colombia,Valencia,s,22
colombia,Ruiz,s,23
colombia,Suarez,s,24
colombia,Herrera,s,25
colombia,Romero,s,26
colombia,Quintero,s,27
colombia,Morales,s,28
colombia,Giraldo,s,29
colombia,Rivera,s,30
colombia,Arias,s,31
colombia,Florez,s,32
colombia,Marin,s,33
colombia,Castillo,s,34
colombia,Mejia,s,35
colombia,Mosquera,s,36
colombia,Osorio,s,37
colombia,Cardenas,s,38
colombia,Cardona,s,39
colombia,Peña,s,40
colombia,Zapata,s,41
colombia,Restrepo,s,42
colombia,Guerrero,s,43
colombia,Parra,s,44
colombia,Mendoza,s,45
colombia,Medina,s,46
colombia,Ramos,s,47
colombia,Salazar,s,48
colombia,Correa,s,49
colombia,Ortega,s,50
colombia,Vasquez,s,51
colombia,Montoya,s,52
colombia,Cortes,s,53
colombia,Acosta,s,54
colombia,Guzman,s,55
colombia,Londoño,s,56
colombia,Molina,s,57
colombia,Velasquez,s,58
colombia,Rincon,s,59
colombia,Rios,s,60
colombia,Sierra,s,61
colombia,Cruz,s,62
colombia,Ospina,s,63
colombia,Garzon,s,64
colombia,Jaramillo,s,65
colombia,Reyes,s,66
colombia,Orozco,s,67
colombia,Agudelo,s,68
colombia,Mora,s,69
colombia,Beltran,s,70
colombia,Contreras,s,71
colombia,Leon,s,72
colombia,Escobar,s,73
colombia,Caicedo,s,74
colombia,Castañeda,s,75
colombia,Fernandez,s,76
colombia,Hurtado,s,77
colombia,Delgado,s,78
colombia,Silva,s,79
colombia,Lozano,s,80
colombia,Henao,s,81
colombia,Bedoya,s,82
colombia,Calderon,s,83
colombia,Murillo,s,84
colombia,Castaño,s,85
colombia,Vega,s,86
colombia,Mendez,s,87
colombia,Avila,s,88
colombia,Patiño,s,89
colombia,Cordoba,s,90
colombia,Velez,s,91
colombia,Pineda,s,92
colombia,Arango,s,93
colombia,Bernal,s,94
colombia,Franco,s,95
colombia,Carvajal,s,96
colombia,Gil,s,97
colombia,Padilla,s,98
colombia,Acevedo,s,99
colombia,Cano,s,100
congo,Jean,f,1
congo,Claude,f,2
congo,Marie,f,3
congo,Dominique,f,4
congo,Armel,f,5
congo,Grace,f,6
congo,Patricia,f,7
congo,Audrey,f,8
congo,Marina,f,9
congo,Sandra,f,10
congo,Ange,f,11
congo,Patrick,f,12
congo,Christian,f,13
congo,Christelle,f,14
congo,Alain,f,15
congo,Prisca,f,16
congo,Mireille,f,17
congo,Sandrine,f,18
congo,Nathalie,f,19
congo,Chantal,f,20
congo,Rose,f,21
congo,Solange,f,22
congo,Anne,f,23
congo,Jessica,f,24
congo,Sarah,f,25
congo,Laure,f,26
congo,Sylvie,f,27
congo,Serge,f,28
congo,Prudence,f,29
congo,Carine,f,30
congo,Ngoma,s,1
congo,Goma,s,2
congo,Mabiala,s,3
congo,Mavoungou,s,4
congo,Malonga,s,5
congo,Makosso,s,6
congo,Samba,s,7
congo,Makaya,s,8
congo,Massamba,s,9
congo,Itoua,s,10
congo,Loemba,s,11
congo,Malanda,s,12
congo,Pambou,s,13
congo,Mbemba,s,14
congo,Elenga,s,15
congo,Tchicaya,s,16
congo,Ndinga,s,17
congo,Mouanda,s,18
congo,Poaty,s,19
congo,Mahoungou,s,20
congo,Nkounkou,s,21
congo,Bakala,s,22
costa-rica,Maria,f,1
costa-rica,Jose,f,2
costa-rica,Luis,f,3
costa-rica,Ana,f,4
costa-rica,Carlos,f,5
costa-rica,Juan,f,6
costa-rica,Jorge,f,7
costa-rica,Victor,f,8
costa-rica,Gerardo,f,9
costa-rica,Rafael,f,10
costa-rica,Mario,f,11
costa-rica,Oscar,f,12
costa-rica,Manuel,f,13
costa-rica,Carmen,f,14
costa-rica,Miguel,f,15
costa-rica,Francisco,f,16
costa-rica,Rosa,f,17
costa-rica,Marco,f,18
costa-rica,Laura,f,19
costa-rica,Marta,f,20
costa-rica,Flor,f,21
costa-rica,Ronald,f,22
costa-rica,Alvaro,f,23
costa-rica,Alexander,f,24
costa-rica,Xinia,f,25
costa-rica,William,f,26
costa-rica,Andrea,f,27
costa-rica,Marvin,f,28
costa-rica,Adriana,f,29
costa-rica,Eduardo,f,30
costa-rica,Olga,f,31
costa-rica,Karla,f,32
costa-rica,Elizabeth,f,33
costa-rica,David,f,34
costa-rica,Daniel,f,35
costa-rica,Jonathan,f,36
costa-rica,Karen,f,37
costa-rica,Silvia,f,38
costa-rica,Sandra,f,39
costa-rica,Sonia,f,40
costa-rica,Ricardo,f,41
costa-rica,Katherine,f,42
costa-rica,Kattia,f,43
costa-rica,Luz,f,44
costa-rica,Edgar,f,45
costa-rica,Edwin,f,46
costa-rica,Mauricio,f,47
costa-rica,Fernando,f,48
costa-rica,Esteban,f,49
costa-rica,Javier,f,50
costa-rica,Michael,f,51
costa-rica,Jesus,f,52
costa-rica,Roberto,f,53
costa-rica,Walter,f,54
costa-rica,Andres,f,55
costa-rica,Diego,f,56
costa-rica,Alejandro,f,57
costa-rica,Sergio,f,58
costa-rica,Guillermo,f,59
costa-rica,Jessica,f,60
costa-rica,Julio,f,61
costa-rica,Randall,f,62
costa-rica,Evelyn,f,63
costa-rica,Adrian,f,64
costa-rica,Henry,f,65
costa-rica,Pablo,f,66
costa-rica,Shirley,f,67
costa-rica,Johnny,f,68
costa-rica,Christian,f,69
costa-rica,Gustavo,f,70
costa-rica,Alejandra,f,71
costa-rica,Rodrigo,f,72
costa-rica,Carolina,f,73
costa-rica,Roger,f,74
costa-rica,Rodolfo,f,75
costa-rica,Margarita,f,76
costa-rica,Freddy,f,77
costa-rica,Ligia,f,78
costa-rica,Marcos,f,79
costa-rica,Allan,f,80
costa-rica,Roxana,f,81
costa-rica,Virginia,f,82
costa-rica,Gabriela,f,83
costa-rica,Maritza,f,84
costa-rica,Patricia,f,85
costa-rica,Erick,f,86
costa-rica,Blanca,f,87
costa-rica,Isabel,f,88
costa-rica,Diana,f,89
costa-rica,Wendy,f,90
costa-rica,Greivin,f,91
costa-rica,Cesar,f,92
costa-rica,Pedro,f,93
costa-rica,Marjorie,f,94
costa-rica,Cindy,f,95
costa-rica,Karol,f,96
costa-rica,Roy,f,97
costa-rica,Jenny,f,98
costa-rica,Cristian,f,99
costa-rica,Tatiana,f,100
costa-rica,Rodriguez,s,1
costa-rica,Vargas,s,2
costa-rica,Jimenez,s,3
costa-rica,Mora,s,4
costa-rica,Rojas,s,5
costa-rica,Gonzalez,s,6
costa-rica,Sanchez,s,7
costa-rica,Hernandez,s,8
costa-rica,Ramirez,s,9
costa-rica,Castro,s,10
costa-rica,Lopez,s,11
costa-rica,Araya,s,12
costa-rica,Solano,s,13
costa-rica,Alvarado,s,14
costa-rica,Chaves,s,15
costa-rica,Perez,s,16
costa-rica,Morales,s,17
costa-rica,Campos,s,18
costa-rica,Quesada,s,19
costa-rica,Gomez,s,20
costa-rica,Arias,s,21
costa-rica,Zuñiga,s,22
costa-rica,Quiros,s,23
costa-rica,Fernandez,s,24
costa-rica,Salazar,s,25
costa-rica,Villalobos,s,26
costa-rica,Brenes,s,27
costa-rica,Gutierrez,s,28
costa-rica,Garcia,s,29
costa-rica,Alfaro,s,30
costa-rica,Vega,s,31
costa-rica,Aguilar,s,32
costa-rica,Calderon,s,33
costa-rica,Valverde,s,34
costa-rica,Chavarria,s,35
costa-rica,Alvarez,s,36
costa-rica,Castillo,s,37
costa-rica,Salas,s,38
costa-rica,Espinoza,s,39
costa-rica,Martinez,s,40
costa-rica,Solis,s,41
costa-rica,Murillo,s,42
costa-rica,Soto,s,43
costa-rica,Chacon,s,44
costa-rica,Cordero,s,45
costa-rica,Mendez,s,46
costa-rica,Herrera,s,47
costa-rica,Monge,s,48
costa-rica,Montero,s,49
costa-rica,Barrantes,s,50
costa-rica,Segura,s,51
costa-rica,Madrigal,s,52
costa-rica,Diaz,s,53
costa-rica,Marin,s,54
costa-rica,Porras,s,55
costa-rica,Fallas,s,56
costa-rica,Navarro,s,57
costa-rica,Rivera,s,58
costa-rica,Torres,s,59
costa-rica,Fonseca,s,60
costa-rica,Nuñez,s,61
costa-rica,Calvo,s,62
costa-rica,Delgado,s,63
costa-rica,Ruiz,s,64
costa-rica,Hidalgo,s,65
costa-rica,Arce,s,66
costa-rica,Obando,s,67
costa-rica,Zamora,s,68
costa-rica,Molina,s,69
costa-rica,Muñoz,s,70
costa-rica,Cruz,s,71
costa-rica,Vasquez,s,72
costa-rica,Bonilla,s,73
costa-rica,Picado,s,74
costa-rica,Miranda,s,75
costa-rica,Gamboa,s,76
costa-rica,Badilla,s,77
costa-rica,Umaña,s,78
costa-rica,Mena,s,79
costa-rica,Esquivel,s,80
costa-rica,Corrales,s,81
costa-rica,Flores,s,82
costa-rica,Camacho,s,83
costa-rica,Arroyo,s,84
costa-rica,Chinchilla,s,85
costa-rica,Guzman,s,86
costa-rica,Granados,s,87
costa-rica,Cerdas,s,88
costa-rica,Acuña,s,89
costa-rica,Cascante,s,90
costa-rica,Abarca,s,91
costa-rica,Elizondo,s,92
costa-rica,Barquero,s,93
costa-rica,Arguedas,s,94
costa-rica,Bolaños,s,95
costa-rica,Ortiz,s,96
costa-rica,Blanco,s,97
costa-rica,Carvajal,s,98
costa-rica,Leon,s,99
costa-rica,Duran,s,100
cuba,Maria,f,1
cuba,Luis,f,2
cuba,Roberto,f,3
cuba,Jose,f,4
cuba,Caridad,f,5
cuba,Rafael,f,6
cuba,Manuel,f,7
cuba,Ramon,f,8
cuba,Carlos,f,9
cuba,Antonio,f,10
cuba,Alberto,f,11
cuba,Jorge,f,12
cuba,Juan,f,13
cuba,Francisco,f,14
cuba,Pedro,f,15
cuba,Mercedes,f,16
cuba,Raul,f,17
cuba,Miguel,f,18
cuba,Orlando,f,19
cuba,Rolando,f,20
cuba,Isabel,f,21
cuba,Jesus,f,22
cuba,Rosa,f,23
cuba,Eduardo,f,24
cuba,Angel,f,25
cuba,Barbara,f,26
cuba,Teresa,f,27
cuba,Margarita,f,28
cuba,Martha,f,29
cuba,Armando,f,30
cuba,Maritza,f,31
cuba,Lazaro,f,32
cuba,Juana,f,33
cuba,Enrique,f,34
cuba,Nancy,f,35
cuba,Julio,f,36
cuba,Ricardo,f,37
cuba,Ernesto,f,38
cuba,Alfredo,f,39
cuba,Felix,f,40
cuba,Miriam,f,41
cuba,Mario,f,42
cuba,Rene,f,43
cuba,Guillermo,f,44
cuba,Carmen,f,45
cuba,Olga,f,46
cuba,Osvaldo,f,47
cuba,Elena,f,48
cuba,Xiomara,f,49
cuba,Andres,f,50
cuba,Yolanda,f,51
cuba,Fernando,f,52
cuba,Hector,f,53
cuba,Luisa,f,54
cuba,Esther,f,55
cuba,Oscar,f,56
cuba,Odalys,f,57
cuba,Pablo,f,58
cuba,Norma,f,59
cuba,Gilberto,f,60
cuba,Daniel,f,61
cuba,Omar,f,62
cuba,Milagros,f,63
cuba,Alexis,f,64
cuba,Reinaldo,f,65
cuba,Humberto,f,66
cuba,Silvia,f,67
cuba,Gladys,f,68
cuba,Lourdes,f,69
cuba,Odalis,f,70
cuba,Sonia,f,71
cuba,Migdalia,f,72
cuba,Lidia,f,73
cuba,Alejandro,f,74
cuba,Nelson,f,75
cuba,Maribel,f,76
cuba,Raquel,f,77
cuba,Julia,f,78
cuba,Angela,f,79
cuba,Leonardo,f,80
cuba,Belkis,f,81
cuba,Ana,f,82
cuba,Tania,f,83
cuba,Rodolfo,f,84
cuba,Marta,f,85
cuba,Josefa,f,86
cuba,Mirtha,f,87
cuba,Reynaldo,f,88
cuba,Ruben,f,89
cuba,Hilda,f,90
cuba,Victor,f,91
cuba,Rigoberto,f,92
cuba,Marisol,f,93
cuba,Tomas,f,94
cuba,Emilio,f,95
cuba,Sergio,f,96
cuba,Alicia,f,97
cuba,Mayra,f,98
cuba,Niurka,f,99
cuba,Gustavo,f,100
cuba,Rodriguez,s,1
cuba,Gonzalez,s,2
cuba,Perez,s,3
cuba,Hernandez,s,4
cuba,Garcia,s,5
cuba,Martinez,s,6
cuba,Diaz,s,7
cuba,Lopez,s,8
cuba,Fernandez,s,9
cuba,Sanchez,s,10
cuba,Alvarez,s,11
cuba,Gomez,s,12
cuba,Torres,s,13
cuba,Reyes,s,14
cuba,Ramirez,s,15
cuba,Cruz,s,16
cuba,Suarez,s,17
cuba,Morales,s,18
cuba,Cabrera,s,19
cuba,Ramos,s,20
cuba,Castillo,s,21
cuba,Acosta,s,22
cuba,Valdes,s,23
cuba,Guerra,s,24
cuba,Delgado,s,25
cuba,Jimenez,s,26
cuba,Vazquez,s,27
cuba,Peña,s,28
cuba,Rivero,s,29
cuba,Ruiz,s,30
cuba,Herrera,s,31
cuba,Gutierrez,s,32
cuba,Leon,s,33
cuba,Dominguez,s,34
cuba,Alfonso,s,35
cuba,Rojas,s,36
cuba,Alonso,s,37
cuba,Blanco,s,38
cuba,Castro,s,39
cuba,Espinosa,s,40
cuba,Leyva,s,41
cuba,Romero,s,42
cuba,Medina,s,43
cuba,Moreno,s,44
cuba,Nuñez,s,45
cuba,Santana,s,46
cuba,Vega,s,47
cuba,Batista,s,48
cuba,Tamayo,s,49
cuba,Martin,s,50
cuba,Marrero,s,51
cuba,Molina,s,52
cuba,Fuentes,s,53
cuba,Machado,s,54
cuba,Matos,s,55
cuba,Mendez,s,56
cuba,Ptrez,s,57
cuba,Mendoza,s,58
cuba,Fonseca,s,59
cuba,Mesa,s,60
cuba,Miranda,s,61
cuba,Estrada,s,62
cuba,Arias,s,63
cuba,Rodrfguez,s,64
cuba,Sosa,s,65
cuba,Ortega,s,66
cuba,Quintana,s,67
cuba,Montero,s,68
cuba,Caballero,s,69
cuba,Ortiz,s,70
cuba,Benitez,s,71
cuba,Zamora,s,72
cuba,Santos,s,73
cuba,Aguilar,s,74
cuba,Betancourt,s,75
cuba,Figueredo,s,76
cuba,Rivera,s,77
cuba,Ferrer,s,78
cuba,Oliva,s,79
cuba,Aguilera,s,80
cuba,Avila,s,81
cuba,Hidalgo,s,82
cuba,Lorenzo,s,83
cuba,Abreu,s,84
cuba,Padron,s,85
cuba,Mora,s,86
cuba,Muñoz,s,87
cuba,Cardenas,s,88
cuba,Castellanos,s,89
cuba,Naranjo,s,90
cuba,Navarro,s,91
cuba,Silva,s,92
cuba,Velazquez,s,93
cuba,Pino,s,94
cuba,Rosales,s,95
cuba,Quintero,s,96
cuba,Soto,s,97
cuba,Brito,s,98
cuba,Quesada,s,99
cuba,Guerrero,s,100
cyprus,Andreas,f,1
cyprus,Maria,f,2
cyprus,Georgios,f,3
cyprus,Eleni,f,4
cyprus,Costas,f,5
cyprus,Nicos,f,6
cyprus,Panayiotis,f,7
cyprus,Kyriacos,f,8
cyprus,Christos,f,9
cyprus,Charalambos,f,10
cyprus,Anna,f,11
cyprus,Christakis,f,12
cyprus,Georgia,f,13
cyprus,Panayiota,f,14
cyprus,Androulla,f,15
cyprus,Marios,f,16
cyprus,Ioannis,f,17
cyprus,Christina,f,18
cyprus,Michalis,f,19
cyprus,Savvas,f,20
cyprus,Chrystalla,f,21
cyprus,Antonis,f,22
cyprus,Elena,f,23
cyprus,Demetris,f,24
cyprus,Michael,f,25
cyprus,Stelios,f,26
cyprus,Maroulla,f,27
cyprus,Niki,f,28
cyprus,Stella,f,29
cyprus,Michalakis,f,30
cyprus,Androula,f,31
cyprus,Constantinos,f,32
cyprus,Petros,f,33
cyprus,Yiannakis,f,34
cyprus,Katerina,f,35
cyprus,Stavros,f,36
cyprus,Irene,f,37
cyprus,Christodoulos,f,38
cyprus,Marina,f,39
cyprus,Soteris,f,40
cyprus,Despina,f,41
cyprus,Kyriaki,f,42
cyprus,Andri,f,43
cyprus,George,f,44
cyprus,Demetra,f,45
cyprus,Ioanna,f,46
cyprus,Elli,f,47
cyprus,Maroula,f,48
cyprus,Panicos,f,49
cyprus,Anastasia,f,50
cyprus,Pavlos,f,51
cyprus,Andriani,f,52
cyprus,Demetrios,f,53
cyprus,Theodora,f,54
cyprus,Loizos,f,55
cyprus,Theodoros,f,56
cyprus,Pantelis,f,57
cyprus,Nicolas,f,58
cyprus,Panagiota,f,59
cyprus,Loucas,f,60
cyprus,Elias,f,61
cyprus,Neophytos,f,62
cyprus,Costakis,f,63
cyprus,Christoforos,f,64
cyprus,Anastassia,f,65
cyprus,Spyros,f,66
cyprus,Yiannis,f,67
cyprus,Takis,f,68
cyprus,Despo,f,69
cyprus,Vassos,f,70
cyprus,Dora,f,71
cyprus,Mary,f,72
cyprus,Margarita,f,73
cyprus,Angeliki,f,74
cyprus,Sophia,f,75
cyprus,Stavroulla,f,76
cyprus,Sofia,f,77
cyprus,Eleftheria,f,78
cyprus,Maro,f,79
cyprus,Kypros,f,80
cyprus,Giorgos,f,81
cyprus,Christiana,f,82
cyprus,Paraskevi,f,83
cyprus,Olga,f,84
cyprus,Constantia,f,85
cyprus,Yiannoula,f,86
cyprus,Alexandros,f,87
cyprus,Loukia,f,88
cyprus,Antonios,f,89
cyprus,Philippos,f,90
cyprus,Charis,f,91
cyprus,Antonia,f,92
cyprus,Stavroula,f,93
cyprus,Nitsa,f,94
cyprus,Kyriakos,f,95
cyprus,Antonakis,f,96
cyprus,Iacovos,f,97
cyprus,Alexandra,f,98
cyprus,Xenia,f,99
cyprus,Chrysostomos,f,100
cyprus,Georgiou,s,1
cyprus,Charalambous,s,2
cyprus,Ioannou,s,3
cyprus,Constantinou,s,4
cyprus,Christodoulou,s,5
cyprus,Demetriou,s,6
cyprus,Michael,s,7
cyprus,Nicolaou,s,8
cyprus,Andreou,s,9
cyprus,Antoniou,s,10
cyprus,Kyriacou,s,11
cyprus,Savva,s,12
cyprus,Stylianou,s,13
cyprus,Christou,s,14
cyprus,Panayiotou,s,15
cyprus,Petrou,s,16
cyprus,Christoforou,s,17
cyprus,Christofi,s,18
cyprus,Vassiliou,s,19
cyprus,Theodorou,s,20
cyprus,Stavrou,s,21
cyprus,Loizou,s,22
cyprus,Neophytou,s,23
cyprus,Panayi,s,24
cyprus,Philippou,s,25
cyprus,Michaelides,s,26
cyprus,Pavlou,s,27
cyprus,Chrysostomou,s,28
cyprus,Alexandrou,s,29
cyprus,Kyprianou,s,30
cyprus,Louca,s,31
cyprus,Papadopoulos,s,32
cyprus,Panteli,s,33
cyprus,Eleftheriou,s,34
cyprus,Elia,s,35
cyprus,Spyrou,s,36
cyprus,Constantinides,s,37
cyprus,Georgiades,s,38
cyprus,Efstathiou,s,39
cyprus,Anastassiou,s,40
cyprus,Ioannides,s,41
cyprus,Chrysanthou,s,42
cyprus,Demosthenous,s,43
cyprus,Soteriou,s,44
cyprus,Gregoriou,s,45
cyprus,Savvides,s,46
cyprus,Socratous,s,47
cyprus,Achilleos,s,48
cyprus,Sophocleous,s,49
cyprus,Kyriakides,s,50
cyprus,Lambrou,s,51
cyprus,Evangelou,s,52
cyprus,Iacovou,s,53
cyprus,Costa,s,54
cyprus,Aristidou,s,55
cyprus,Papageorgiou,s,56
cyprus,Kyriakou,s,57
cyprus,Xenophontos,s,58
cyprus,Nicolaides,s,59
cyprus,Theocharous,s,60
cyprus,Solomou,s,61
cyprus,Adamou,s,62
cyprus,Nikolaou,s,63
cyprus,Polycarpou,s,64
cyprus,Evripidou,s,65
cyprus,Paraskeva,s,66
cyprus,Theophanous,s,67
cyprus,Efthymiou,s,68
cyprus,Antoniades,s,69
cyprus,Hadjigeorgiou,s,70
cyprus,Avraam,s,71
cyprus,Theodoulou,s,72
cyprus,Cleanthous,s,73
cyprus,Neocleous,s,74
cyprus,Argyrou,s,75
cyprus,Christodoulides,s,76
cyprus,Christofides,s,77
cyprus,Themistocleous,s,78
cyprus,Heracleous,s,79
cyprus,Lazarou,s,80
cyprus,Yiangou,s,81
cyprus,Athanassiou,s,82
cyprus,Sofroniou,s,83
cyprus,Gavriel,s,84
cyprus,Leonidou,s,85
cyprus,Prodromou,s,86
cyprus,Symeou,s,87
cyprus,Michaelidou,s,88
cyprus,Menelaou,s,89
cyprus,Papadopoulou,s,90
cyprus,Photiou,s,91
cyprus,Theodossiou,s,92
cyprus,Demetriades,s,93
cyprus,Aristodemou,s,94
cyprus,Marcou,s,95
cyprus,Herodotou,s,96
cyprus,Pericleous,s,97
cyprus,Loizides,s,98
cyprus,Agathocleous,s,99
cyprus,Procopiou,s,100
denmark,Peter,f,1
denmark,Lars,f,2
denmark,Anne,f,3
denmark,Jens,f,4
denmark,Michael,f,5
denmark,Henrik,f,6
denmark,Mette,f,7
denmark,Thomas,f,8
denmark,Helle,f,9
denmark,Jan,f,10
denmark,Hanne,f,11
denmark,Niels,f,12
denmark,Søren,f,13
denmark,Kirsten,f,14
denmark,Jesper,f,15
denmark,Hans,f,16
denmark,Morten,f,17
denmark,Martin,f,18
denmark,Lene,f,19
denmark,Susanne,f,20
denmark,Per,f,21
denmark,Ole,f,22
denmark,Kim,f,23
denmark,Jørgen,f,24
denmark,Anders,f,25
denmark,Christian,f,26
denmark,Marianne,f,27
denmark,Tina,f,28
denmark,Erik,f,29
denmark,Charlotte,f,30
denmark,Pia,f,31
denmark,Lone,f,32
denmark,Gitte,f,33
denmark,John,f,34
denmark,Claus,f,35
denmark,Poul,f,36
denmark,Maria,f,37
denmark,Jette,f,38
denmark,Torben,f,39
denmark,Karen,f,40
denmark,Rikke,f,41
denmark,Louise,f,42
denmark,Flemming,f,43
denmark,Bent,f,44
denmark,Bente,f,45
denmark,Anna,f,46
denmark,Carsten,f,47
denmark,Christina,f,48
denmark,Camilla,f,49
denmark,Pernille,f,50
denmark,Inge,f,51
denmark,Heidi,f,52
denmark,Annette,f,53
